Customer Id,Location,Product Type,Product Warranty(months),Extended Warranty Service,Gender,Year of Purchase,,price in dollars,Age,service done in warranty period,service done outside warranty period
15634602,AFR,Dell MS 116 Wired Optical Mouse,36,0,Female,2014,,1397,20,5,0
15574012,EUR,Dell MS 116 Wired Optical Mouse,12,24,Male,2015,,1218,30,5,1
15592531,SAR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Male,2017,,1434,40,1,3
15656148,SEAR,Dell USB 3.0 Docking Station - D3100,12,12,Female,2018,,1659,23,3,0
15643966,WPR,Dell MS111,24,12,Male,2016,,1224,45,4,3
15555218,AFR,Dell PowerEdge T430 Tower Server,36,24,Male,2017,,1485,34,2,1
15568982,SAR,Dell MS111,24,24,Female,2014,,1685,56,3,2
15577657,WPR,Dell PowerEdge T430 Tower Server,36,24,Male,2015,,1360,23,2,3
15699309,SEAR,Dell PowerEdge T430 Tower Server,36,0,Female,2014,,1665,34,4,2
15725737,WPR,15 r inspiron ,36,24,Male,2015,,1700,23,4,2
15625047,AFR,Latitude 3440 ,12,0,Female,2017,,1435,26,2,0
15738191,AMR-N,Dell PowerEdge T430 Tower Server,36,36,Male,2016,,1719,57,4,2
15736816,AMR-S,15 r inspiron ,12,12,Male,2014,,1328,89,2,2
15700772,EMR,Dell PowerEdge T430 Tower Server,36,24,Male,2015,,1328,34,0,2
15728693,EMR-M,15 r inspiron ,12,0,Female,2017,,1307,56,5,0
15656300,EUR,Chromebook 13,12,0,Male,2018,,1515,35,5,0
15589475,SAR,15 r inspiron ,12,24,Female,2018,,1590,45,4,3
15706552,WPR,Dell PowerEdge T430 Tower Server,36,0,Male,2015,,1360,26,3,3
15750181,SAR,15 r inspiron ,12,12,Male,2014,,1475,25,1,0
15659428,SEAR,Dell PowerEdge T430 Tower Server,36,24,Female,2017,,1431,26,3,2
15788448,AMR-N,Inspiron 14 3421    ,12,12,Male,2017,,1282,23,1,1
15717426,EMR,Latitude 15 3000 series 3550  ,12,0,Male,2016,,1697,45,3,3
15585768,AMR-N,Latitude 3180,12,0,Male,2016,,1406,55,0,2
15619360,AMR-S,Latitude 3560  ,12,24,Male,2017,,1270,54,2,0
15738148,EMR,Latitude 5480,12,0,Female,2018,,1304,45,0,1
15687946,EMR-M,Latitude 5490,12,12,Female,2014,,1546,34,3,0
15684171,SAR,Latitude D520,12,0,Female,2015,,1506,67,0,0
15754849,WPR,Alienware 15,12,24,Female,2014,,1800,21,2,2
15768193,AMR-S,Opitplex 320,36,0,Male,2014,,1496,26,3,0
15683553,AFR,Optilex 750,36,36,Female,2015,,1800,35,2,3
15702298,AMR-N,Optiplex 210L,36,24,Male,2017,,1633,36,1,3
15569590,AMR-S,Optiplex 270,36,24,Male,2016,,1406,37,5,2
15760861,EMR,Optiplex 270,36,12,Male,2014,,1601,38,0,2
15630053,EMR-M,Optilex 750,36,24,Male,2015,,1406,34,3,0
15647091,EUR,Optiplex 210L,36,24,Male,2017,,1283,35,3,0
15623944,SAR,Dell Km117 Wireless Keyboard Mouse,36,24,Female,2018,,1509,36,5,2
15751208,EMR-M,Dell MS111,24,36,Male,2018,,1309,37,5,0
15789484,SAR,Vostro 1510,12,36,Female,2018,,1684,26,0,1
15696061,SEAR,Vostro 1510,12,48,Female,2014,,1538,27,5,2
15641582,WPR,Dell Km117 Wireless Keyboard Mouse,12,24,Male,2017,,1581,28,1,3
15638424,EMR-M,Dell PowerEdge T430 Tower Server,36,36,Female,2016,,1711,27,1,0
15812518,WPR,Xps 15,12,24,Female,2018,,1569,26,3,2
15770811,SEAR,Chromebook 14,12,24,Male,2015,,1211,28,1,1
15575185,AMR-N,Dell PowerEdge T30 Server,36,0,Male,2017,,1507,34,4,1
15803136,EMR,Dell Monitor?E2216HV),36,0,Female,2014,,1314,27,5,3
15706021,EMR-M,Dell PowerEdge R440 Rack Server,36,24,Female,2015,,1369,42,4,2
15663706,EUR,Vostro 1540 ,24,12,Female,2015,,1850,29,3,0
15588670,WPR,Alienware 15,12,24,Female,2014,,1850,30,2,2
15738751,SAR,Dell PowerEdge T30 Server,36,36,Female,2014,,1800,38,0,1
15805254,SEAR,Dell PowerEdge T30 Server,36,48,Female,2017,,1800,38,1,3
15762418,WPR,Alienware 17,12,36,Male,2018,,1750,20,2,3
15625759,AFR,Dell PowerEdge T30 Server,36,12,Male,2014,,1627,37,4,3
15622897,AMR-N,Dell PowerEdge T30 Server,36,24,Female,2018,,1406,27,1,1
15767954,AMR-S,Opitplex 320,36,0,Female,2014,,1424,26,5,2
15817777,SAR,Dell PowerEdge T30 Server,36,24,Male,2017,,1473,30,1,2
15757535,EMR,Dell PowerEdge T30 Server,36,24,Female,2016,,1635,31,3,1
15731511,AMR-N,Dell MS 116 Wired Optical Mouse,12,0,Male,2016,,1900,29,0,1
15809248,AMR-S,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Female,2016,,1700,31,5,3
15640635,EMR-M,Dell MS 116 Wired Optical Mouse,12,24,Male,2017,,1900,30,4,2
15676966,EUR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2015,,1400,31,3,2
15699461,SAR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2014,,1339,32,5,1
15738721,WPR,Dell MS 116 Wired Optical Mouse,36,12,Male,2015,,1800,34,2,3
15693683,SAR,Dell PowerEdge T30 Server,36,0,Male,2014,,1900,38,5,3
15604348,SEAR,Dell MS 116 Wired Optical Mouse,12,24,Male,2017,,2000,38,1,2
15633059,WPR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Male,2018,,1583,40,3,1
15808582,AFR,Dell USB 3.0 Docking Station - D3100,12,12,Female,2014,,1990,55,1,2
15743192,AMR-N,Dell KB216 Wired Multimedia USB Keyboard,12,0,Female,2018,,1687,50,5,2
15580146,AMR-S,Dell PowerEdge T30 Server,36,0,Male,2015,,1800,39,0,0
15776605,AFR,Dell PowerEdge T30 Server,36,12,Male,2014,,1750,39,2,1
15602312,EUR,Dell MS111,24,12,Male,2015,,2000,28,3,1
15665790,EUR,Dell KB216 Wired Multimedia USB Keyboard,12,12,Male,2014,,1432,30,0,2
15715951,SAR,Dell MS111,24,24,Male,2016,,1900,31,2,0
15609618,SAR,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2017,,1251,32,5,1
15675522,SEAR,Dell Km117 Wireless Keyboard Mouse,12,0,Female,2015,,1596,33,4,1
15705512,WPR,15 r inspiron ,36,24,Female,2014,,2200,34,4,2
15698028,AFR,Latitude 3440 ,12,0,Female,2015,,1267,29,3,2
15690673,AMR-S,Chromebook 13,12,0,Female,2018,,1394,29,0,1
15627360,SAR,Elitebook 1030,12,12,Male,2015,,1367,29,3,0
15671137,WPR,Elitebook 1040,12,24,Female,2017,,1338,30,4,0
15591607,WPR,Inspiron 14 3421    ,12,24,Male,2018,,1600,31,2,3
15718369,SAR,Latitude 15 3000 series 3550  ,12,0,Female,2014,,1592,32,0,1
15677871,SEAR,Latitude 3180,12,0,Male,2015,,1243,32,3,2
15642004,WPR,Latitude 3560  ,12,24,Male,2017,,1499,32,3,2
15712543,AFR,Latitude 5480,12,24,Male,2014,,1453,31,0,3
15584518,AMR-N,Latitude 5490,12,12,Female,2015,,1595,30,3,0
15610156,SEAR,Latitude D520,12,0,Male,2014,,1643,30,2,0
15594408,EUR,Alienware 15,12,0,Female,2015,,1800,26,1,3
15724944,SAR,Alienware 17,12,36,Male,2016,,1425,23,5,1
15612350,WPR,Opitplex 320,36,12,Female,2014,,1600,28,5,3
15800703,SAR,Optilex 750,36,36,Female,2015,,1495,27,4,1
15705707,SEAR,Optiplex 210L,36,24,Female,2017,,1508,20,3,0
15754105,WPR,Optiplex 270,36,12,Male,2016,,1412,33,0,2
15703264,AMR-S,Optiplex 270,36,36,Male,2014,,1612,34,0,3
15794413,SEAR,Optilex 750,36,24,Male,2015,,1329,35,0,1
15650237,EUR,Optiplex 210L,36,24,Female,2017,,1685,32,1,3
15759618,SAR,Dell Km117 Wireless Keyboard Mouse,36,24,Female,2018,,1670,22,4,0
15655007,SEAR,Dell MS111,24,36,Female,2018,,1214,26,1,3
15589975,AFR,Vostro 1510,12,36,Female,2015,,1372,29,0,2
15804017,AMR-N,Vostro 1510,12,36,Female,2015,,1267,20,4,3
15692132,AMR-N,Dell Km117 Wireless Keyboard Mouse,12,24,Female,2014,,1213,30,1,2
15641122,EMR,Dell PowerEdge T430 Tower Server,36,36,Male,2015,,1732,27,1,2
15630910,AMR-N,Dell Wireless Mouse WM126 ,12,12,Female,2014,,1517,20,1,1
15680772,AMR-S,Dell Wireless Mouse WM126 ,12,24,Female,2016,,1351,30,2,2
15658929,EMR,Dell Wireless Mouse WM126 ,12,24,Male,2016,,1561,40,3,0
15585388,EMR-M,Xps 15,12,24,Male,2017,,1376,23,4,2
15694366,EUR,Dell 22 Monitor - P2219H,36,0,Male,2014,,400,36,3,3
15670481,WPR,Dell 22 Monitor - P2219H,36,0,Female,2014,,360,43,0,1
15814035,SAR,Dell 22 Monitor - P2219H,36,24,Male,2014,,300,54,2,3
15587562,SEAR,Dell Wireless Mouse WM126 ,12,12,Female,2016,,1379,23,0,2
15613172,WPR,Dell Wireless Mouse WM126 ,12,0,Male,2014,,1351,34,4,1
15651022,AFR,Dell Wireless Mouse WM126 ,36,12,Male,2015,,1379,23,3,3
15726676,SAR,Dell PowerEdge R440 Rack Server,36,24,Male,2015,,1390,39,3,1
15625524,WPR,Vostro 1540 ,24,12,Male,2018,,1580,57,3,3
15645248,SEAR,Dell PowerEdge T430 Tower Server,36,36,Female,2014,,1229,89,5,2
15790355,WPR,Dell Wireless Mouse WM126 ,12,12,Male,2017,,1255,34,4,2
15762615,AFR,Dell Wireless Mouse WM126 ,12,24,Female,2018,,1429,56,3,2
15625426,AMR-N,Dell Wireless Mouse WM126 ,12,12,Female,2014,,1266,35,4,3
15716334,EMR,Xps 15,12,24,Female,2015,,1361,45,1,2
15719377,EMR-M,Dell 22 Monitor - P2219H,36,0,Female,2014,,300,54,5,3
15810845,AMR-S,Dell 22 Monitor - P2219H,36,24,Male,2016,,200,43,3,3
15741728,EMR-M,Dell 22 Monitor - P2219H,36,36,Female,2014,,300,36,3,0
15654506,EUR,Dell Wireless Mouse WM126 ,12,24,Male,2015,,1604,20,2,2
15771977,SAR,Dell Wireless Mouse WM126 ,12,0,Female,2017,,1666,33,3,3
15708710,WPR,Dell Monitor?E2216HV),36,0,Female,2018,,1285,34,4,3
15729362,SAR,Dell PowerEdge R440 Rack Server,36,0,Male,2015,,1390,36,4,2
15587421,SEAR,Vostro 1540 ,24,12,Female,2018,,2648,32,2,2
15701164,WPR,Alienware 15,12,24,Female,2015,,3050,27,0,3
15679200,WPR,Alienware 17,12,36,Male,2016,,2800,24,2,2
15777892,AMR-S,Opitplex 320,36,0,Male,2014,,2468,29,2,1
15811127,EUR,Dell MS 116 Wired Optical Mouse,12,0,Male,2017,,2659,20,1,0
15604482,SAR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Male,2018,,2577,30,3,2
15622911,WPR,Dell MS 116 Wired Optical Mouse,12,24,Male,2015,,2708,27,0,0
15600974,SAR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2018,,2626,20,4,1
15727868,SEAR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Female,2014,,2720,30,3,1
15679531,SEAR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Male,2016,,2734,40,2,1
15684181,WPR,Dell USB 3.0 Docking Station - D3100,12,12,Male,2014,,2805,23,2,0
15612087,AMR-S,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2015,,2632,45,3,2
15752047,SEAR,Dell Wireless Mouse WM126 ,12,0,Male,2016,,2423,34,4,0
15680920,WPR,Dell MS111,24,12,Male,2018,,2868,56,5,0
15774854,AFR,Dell KB216 Wired Multimedia USB Keyboard,12,12,Male,2015,,2694,34,0,0
15725311,AMR-N,Dell MS111,24,24,Female,2017,,2587,23,1,2
15727829,EMR,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2015,,2488,26,1,3
15733247,AMR-N,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2018,,2558,57,3,0
15568748,AMR-S,15 r inspiron ,36,24,Male,2014,,2415,89,5,0
15699029,EMR,Latitude 3440 ,12,0,Male,2015,,2687,34,1,0
15774393,EMR-M,Dell Wireless Mouse WM126 ,12,24,Female,2015,,2469,56,1,0
15637753,SAR,Dell PowerEdge T430 Tower Server,36,24,Male,2016,,2794,35,4,0
15808473,SAR,Chromebook 13,12,0,Male,2015,,2881,45,5,2
15627000,SEAR,Chromebook 14,12,24,Male,2016,,2820,26,2,2
15723886,AFR,Elitebook 1030,12,12,Male,2015,,2670,25,4,0
15704769,WPR,Elitebook 1040,12,24,Female,2014,,2828,26,2,3
15764866,EMR-M,Inspiron 14 3421    ,12,24,Female,2015,,2596,23,0,3
15795149,SAR,Latitude 15 3000 series 3550  ,12,0,Male,2014,,2670,45,1,1
15812009,SEAR,Latitude 3180,12,0,Male,2015,,2543,55,2,1
15651001,WPR,Latitude 3560  ,12,24,Female,2014,,2772,54,1,3
15813844,EMR-M,Latitude 5480,12,24,Male,2015,,2826,45,4,2
15596175,EUR,Latitude 5490,12,12,Male,2017,,2713,34,3,2
15817778,SAR,Dell PowerEdge T30 Server,36,0,Female,2018,,2635,37,3,3
15797219,SEAR,Latitude D520,12,0,Female,2018,,2492,32,2,0
15771086,WPR,Alienware 15,12,24,Female,2015,,3050,22,0,0
15772423,AFR,Alienware 17,12,36,Male,2015,,2700,27,0,1
15628112,AMR-N,Dell Wireless Mouse WM126 ,12,12,Female,2018,,2536,36,3,3
15753754,SEAR,Dell PowerEdge R440 Rack Server,36,24,Female,2014,,1390,26,5,3
15793726,WPR,Opitplex 320,36,12,Female,2015,,2880,38,1,0
15694717,EMR-M,Optilex 750,36,36,Male,2018,,2833,34,4,2
15665834,EUR,Optiplex 210L,36,24,Male,2015,,2736,35,0,1
15765297,SAR,Optiplex 270,36,12,Male,2014,,2736,36,5,3
15636684,SEAR,Optiplex 270,36,36,Male,2017,,2859,37,3,1
15574692,WPR,Dell 22 Monitor - P2219H,36,24,Female,2015,,1525,48,4,0
15750803,SEAR,Dell 22 Monitor - P2219H,36,12,Female,2014,,1480,59,5,3
15713853,AFR,Dell Wireless Mouse WM126 ,12,0,Male,2016,,2870,28,2,3
15673481,AMR-N,Dell Monitor?E2216HV),36,12,Female,2016,,2555,27,2,3
15745324,SAR,Dell PowerEdge R440 Rack Server,36,24,Female,2015,,1390,32,2,1
15673693,SEAR,Vostro 1540 ,24,12,Female,2017,,2712,28,2,2
15700696,WPR,Dell Wireless Mouse WM126 ,12,24,Male,2018,,2795,26,5,2
15813163,AFR,Dell PowerEdge T430 Tower Server,36,36,Female,2014,,2563,27,1,3
15777076,AMR-S,Dell Wireless Mouse WM126 ,12,24,Male,2015,,2582,28,3,2
15717398,EMR,Dell Wireless Mouse WM126 ,12,12,Female,2014,,2479,29,3,3
15799217,EMR-M,Xps 15,12,24,Female,2015,,2636,21,2,2
15623828,EUR,Dell 22 Monitor - P2219H,36,0,Male,2014,,1600,40,1,2
15619955,SAR,Chromebook 14,12,24,Male,2014,,2412,23,0,3
15796505,SEAR,Dell 22 Monitor - P2219H,36,24,Female,2015,,1470,45,3,0
15725166,WPR,Dell 22 Monitor - P2219H,36,0,Male,2015,,1525,55,2,1
15758685,EUR,Dell Wireless Mouse WM126 ,12,0,Female,2015,,2414,25,5,0
15694456,SAR,Dell Monitor?E2216HV),36,0,Male,2017,,2440,26,3,3
15627305,SEAR,Dell PowerEdge R440 Rack Server,36,24,Male,2014,,1390,41,2,3
15683562,WPR,Vostro 1540 ,24,12,Male,2014,,2481,28,1,2
15718779,EMR,Alienware 15,12,36,Male,2014,,2500,22,0,2
15669169,SAR,Dell Wireless Mouse WM126 ,12,36,Male,2018,,2811,31,0,3
15699389,EMR-M,Alienware 17,12,36,Male,2015,,2750,30,2,3
15573112,WPR,Opitplex 320,36,0,Male,2018,,2580,31,5,2
15790678,SEAR,Dell Wireless Mouse WM126 ,,,Female,2014,,2658,32,1,1
15727556,SEAR,Dell MS 116 Wired Optical Mouse,12,0,Female,2018,,2489,34,0,0
15697307,WPR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Male,2014,,2733,35,4,0
15652266,AFR,Dell MS 116 Wired Optical Mouse,12,24,Male,2017,,2870,38,4,2
15607098,AMR-N,Dell KB216 Wired Multimedia USB Keyboard,12,0,Female,2016,,2421,40,2,1
15817779,SAR,Dell PowerEdge T30 Server,36,12,Male,2016,,2715,30,5,3
15655774,AMR-S,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2016,,2473,50,3,2
15590241,AFR,Dell MS 116 Wired Optical Mouse,36,12,Female,2017,,2828,45,5,2
15723654,AMR-S,Dell MS 116 Wired Optical Mouse,12,24,Male,2014,,2724,59,3,3
15774510,EMR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Female,2015,,2706,28,2,2
15684173,EMR-M,Dell USB 3.0 Docking Station - D3100,12,12,Female,2015,,2745,30,4,2
15650068,EUR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2014,,2808,31,2,0
15636673,SAR,Dell MS111,24,12,Male,2015,,2605,32,3,1
15773972,SEAR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2018,,2615,33,2,0
15746726,EMR,Dell MS111,24,24,Male,2014,,2718,25,5,3
15702919,AMR-S,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2014,,2580,27,4,0
15674398,EMR-M,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2017,,2553,20,5,3
15797960,EUR,15 r inspiron ,36,24,Female,2016,,2832,33,5,1
15631868,SAR,Latitude 3440 ,12,0,Male,2016,,2699,34,1,2
15626114,WPR,Chromebook 13,12,0,Male,2015,,2463,35,1,1
15810834,SEAR,Chromebook 14,12,24,Female,2014,,2807,32,3,1
15694408,EMR,Elitebook 1030,12,12,Male,2018,,2793,22,4,3
15585215,EMR,Elitebook 1040,12,24,Female,2014,,2808,26,5,3
15601848,SAR,Inspiron 14 3421    ,12,12,Male,2014,,2612,29,4,2
15669064,SAR,Latitude 15 3000 series 3550  ,12,0,Male,2017,,2845,20,3,1
15624528,SEAR,Latitude 3180,12,0,Male,2014,,2462,30,2,3
15598493,WPR,Latitude 3560  ,12,24,Male,2015,,2435,27,0,2
15601274,AFR,Latitude 5480,12,0,Female,2015,,2592,20,0,0
15702669,AMR-N,Latitude 5490,12,12,Male,2014,,2804,30,4,1
15742668,AFR,Latitude D520,12,0,Female,2014,,2723,40,4,2
15697441,AMR-N,Alienware 15,12,24,Male,2016,,2600,22,4,0
15636624,EMR-M,Alienware 17,12,36,Female,2015,,2750,22,3,1
15786170,SAR,Opitplex 320,36,0,Male,2014,,2449,34,5,1
15681081,SEAR,Optilex 750,36,36,Female,2017,,2645,56,1,1
15684484,WPR,Optiplex 210L,36,24,Male,2018,,2824,34,4,1
15785869,EMR-M,Optiplex 270,36,24,Female,2014,,2518,23,3,3
15763859,EUR,Optiplex 270,36,12,Female,2018,,2459,26,3,2
15658935,SAR,Optilex 750,36,24,Female,2015,,2900,57,0,1
15747358,SEAR,Optiplex 210L,36,24,Male,2014,,2628,89,4,1
15735203,WPR,Dell Km117 Wireless Keyboard Mouse,36,24,Female,2015,,2615,34,4,2
15812007,EMR-M,Dell MS111,24,36,Male,2015,,2521,56,2,0
15739438,SAR,Vostro 1510,12,36,Male,2015,,2569,35,0,3
15611759,WPR,Vostro 1510,12,48,Female,2017,,2484,45,5,0
15661629,SAR,Dell Km117 Wireless Keyboard Mouse,12,24,Male,2014,,2767,26,2,1
15633950,SEAR,Dell PowerEdge T430 Tower Server,36,36,Male,2015,,2470,25,1,2
15706365,AMR-N,Xps 15,12,24,Female,2014,,2830,26,0,3
15745088,AMR-S,Dell 22 Monitor - P2219H,36,0,Female,2016,,1400,53,4,1
15724623,EUR,Dell 22 Monitor - P2219H,36,0,Female,2015,,1500,36,3,3
15633537,EUR,Dell 22 Monitor - P2219H,36,0,Female,2015,,1500,36,1,3
15583303,WPR,Dell Monitor?E2216HV),36,0,Female,2017,,2486,54,4,0
15611579,AMR-N,Dell PowerEdge R440 Rack Server,36,24,Male,2016,,1390,39,4,2
15774696,EMR,Vostro 1540 ,24,12,Female,2014,,2899,34,3,0
15688074,AMR-S,Alienware 15,12,24,Male,2017,,3150,25,3,0
15827771,EUR,Dell PowerEdge T30 Server,36,0,Female,2018,,2647,31,0,1
15583456,SAR,Alienware 17,12,36,Male,2014,,2600,23,3,2
15629677,SEAR,Opitplex 320,36,0,Female,2014,,2766,35,0,0
15591509,SEAR,Dell MS 116 Wired Optical Mouse,12,0,Male,2015,,2711,36,2,3
15568240,EMR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Female,2014,,2731,37,4,1
15622993,AMR-N,Dell MS 116 Wired Optical Mouse,12,24,Male,2015,,2529,38,1,3
15689294,AMR-S,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2014,,2666,34,0,1
15720910,EMR-M,Dell KB216 Wired Multimedia USB Keyboard,12,0,Female,2016,,2686,35,3,0
15717225,SAR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Female,2014,,2661,36,0,0
15685226,SEAR,Dell USB 3.0 Docking Station - D3100,12,12,Female,2015,,2838,37,2,1
15785611,AMR-N,Dell MS 116 Wired Optical Mouse,12,24,Male,2017,,2454,26,0,0
15573456,AMR-N,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2016,,2600,27,3,2
15684548,AMR-N,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2014,,2852,28,0,1
15620505,AMR-N,Dell MS 116 Wired Optical Mouse,36,12,Female,2015,,2715,27,5,0
15584766,EMR-M,Dell MS 116 Wired Optical Mouse,12,24,Male,2018,,2685,26,2,3
15612187,EUR,Dell Dual Video USB 3.0 Docking Station - D1000,12,24,Male,2015,,2780,37,1,0
15762218,EUR,Dell USB 3.0 Docking Station - D3100,12,12,Female,2014,,2633,38,2,0
15646372,SAR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Female,2017,,2438,34,0,2
15578045,SEAR,Dell MS111,24,24,Female,2014,,2823,35,3,2
15691625,AMR-N,Dell KB216 Wired Multimedia USB Keyboard,12,24,Female,2018,,2405,36,4,0
15566594,AMR-N,Dell MS111,24,24,Male,2015,,2682,37,5,0
15686302,AMR-S,Dell Km117 Wireless Keyboard Mouse,12,0,Female,2014,,2753,26,1,3
15801559,EMR-M,Dell Km117 Wireless Keyboard Mouse,12,0,Female,2015,,2498,27,0,2
15810432,EUR,15 r inspiron ,36,24,Male,2015,,2888,28,3,1
15809616,EUR,Dell Dual Video USB 3.0 Docking Station - D1000,12,12,Male,2014,,2727,27,1,0
15720559,SAR,Dell USB 3.0 Docking Station - D3100,12,0,Female,2016,,2795,26,2,1
15695632,SEAR,Dell KB216 Wired Multimedia USB Keyboard,12,12,Female,2014,,2542,28,2,3
15566111,WPR,Dell MS111,24,12,Male,2018,,2551,26,4,0
15806964,SAR,Dell KB216 Wired Multimedia USB Keyboard,12,0,Male,2015,,2696,27,3,3
15576313,SAR,Dell MS111,24,24,Female,2014,,2806,28,3,2
15597602,EMR-M,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2014,,2809,29,1,2
15743040,EUR,Dell Km117 Wireless Keyboard Mouse,12,0,Male,2015,,2495,21,0,0
15705521,EUR,15 r inspiron ,36,48,Female,2016,,2787,22,5,2
15595039,SAR,Latitude 3440 ,12,48,Female,2014,,2646,23,1,3
15783501,AFR,Chromebook 13,12,0,Female,2018,,2406,24,5,1
15611088,SAR,Elitebook 1030,12,12,Female,2015,,2784,22,2,2
15672145,EUR,Elitebook 1040,12,36,Female,2017,,2527,25,1,1
15803406,EUR,Inspiron 14 3421    ,12,12,Female,2018,,2795,26,1,0
15644572,WPR,Latitude 15 3000 series 3550  ,12,36,Male,2015,,2802,27,4,2
15694860,SAR,Latitude 3180,12,0,Female,2015,,2500,28,3,3
15658169,SEAR,Latitude 3560  ,12,24,Female,2014,,2515,29,3,2
15794396,WPR,Latitude 5480,12,0,Female,2016,,2790,31,0,3
15785798,AFR,Latitude 5490,12,36,Male,2014,,2621,30,4,0
15668444,SAR,Latitude D520,12,0,Female,2014,,2638,31,4,0
15726631,SAR,Alienware 15,12,24,Female,2015,,3050,21,2,3
15634632,EUR,Alienware 17,12,36,Male,2015,,2725,29,2,3
15732778,WPR,Opitplex 320,36,0,Male,2017,,2783,35,3,1
15718443,SAR,Optilex 750,36,36,Male,2018,,2488,38,0,1
15670039,SEAR,Optiplex 210L,36,24,Female,2015,,2457,40,5,1
15837771,EMR-M,Dell PowerEdge T30 Server,36,0,Female,2018,,2742,32,3,3
15773792,WPR,Optiplex 270,36,24,Female,2014,,2537,50,3,2
15613786,AFR,Optiplex 270,36,12,Male,2015,,2578,45,0,2
15726032,SAR,Optilex 750,36,24,Male,2018,,2711,59,0,3
15663252,SAR,Optiplex 210L,36,24,Female,2015,,2653,28,1,1
